ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,g,bp,rp,bp_rp,bp_g,g_rp
345.84653191534886,1.395495,59.42102111446667,1.2823614,,,,,,,,20.955511,21.588243,19.923452,1.6647911,0.6327324,1.0320587
345.82047324747276,0.03935407,59.41877800254681,0.039530106,0.242161458388605,0.047776386,3.2323434,-2.96190747065175,0.04600798,-1.2942753693482647,0.05141961,16.70151,18.185638,15.534942,2.6506968,1.484129,1.1665678
345.83510014555156,0.05043171,59.42260057700664,0.052959193,0.29327904415992684,0.06229875,4.282955,-3.40648989363229,0.060050834,-2.596060591696588,0.06691785,14.685515,14.971049,14.216445,0.75460434,0.2855339,0.46907043
345.8224316071963,0.036147654,59.41218836823446,0.035611417,0.5800355198694914,0.043186065,3.3116503,-3.2969211948192028,0.042770825,-0.31199100558337717,0.04648245,16.547453,17.095535,15.825349,1.2701864,0.54808235,0.7221041
345.7976279817671,0.09225105,59.41185737666516,0.09613572,0.16341912208985584,0.113345504,5.631315,-4.528320257124824,0.10619564,-3.3475405003085092,0.12246423,18.274422,18.929173,17.51221,1.4169617,0.6547508,0.76221085
345.80523556094266,0.10291879,59.41988881919366,0.10441103,0.4657457408514494,0.12665504,6.54819,4.239730880950713,0.12076334,-4.990338546611396,0.13805819,18.41303,19.186605,17.601784,1.5848217,0.7735748,0.8112469
345.79284833657056,0.17578307,59.4210391829773,0.17947432,0.4184009453765631,0.21481785,3.306486,-2.791146757373956,0.20914319,-1.7726672082285937,0.25416696,19.05415,19.98107,18.095032,1.8860378,0.92691994,0.9591179
345.79147199778106,3.6520538,59.41505596278249,1.7996747,,,,,,,,21.022017,21.95129,19.748474,2.202816,0.9292736,1.2735424
345.7959655319453,0.2450432,59.41242896410818,0.23886353,-0.1006733843165035,0.29926696,2.4165123,-2.154656351865219,0.26886147,-1.09406896668381,0.30503955,19.64846,20.489857,18.71633,1.7735271,0.84139633,0.9321308
345.81498792386253,0.122475594,59.418766762073716,0.12364942,0.41042071738254915,0.14948364,5.7219377,-5.6687623865657235,0.13935284,-0.7782683061980004,0.15965588,18.740147,19.8283,17.658983,2.1693172,1.0881538,1.0811634
345.79107404733026,0.27983722,59.416123674025926,0.27402112,0.25366230723931266,0.3434662,3.5400908,2.3658013919056353,0.3101447,-2.6334817532123,0.3462876,19.848858,20.691277,18.850382,1.8408947,0.8424187,0.998476
345.7966845522826,0.9027076,59.416343980610314,0.98166573,-1.2462672086539672,1.2928199,3.726085,-1.65017004124695,0.99753284,-3.3407556482193046,1.6939057,20.774256,21.0601,19.871792,1.1883087,0.2858448,0.9024639
345.81114637450565,0.17590535,59.42770711154912,0.15966474,0.006523543122358314,0.19862734,2.3607945,-2.3514552442906718,0.21567386,0.20978339191981393,0.21365163,18.929113,19.941154,17.907862,2.0332928,1.0120411,1.0212517
345.78771177468155,4.0067773,59.41543166106775,1.837452,,,,,,,,20.966856,21.026548,20.137539,0.8890095,0.059692383,0.8293171
345.78704502522106,0.07554242,59.41671857768397,0.07888319,0.06761049918587109,0.09466186,3.6251783,-3.021445782226845,0.08799358,-2.003193161017154,0.100742206,17.95613,18.662413,17.137539,1.5248737,0.70628357,0.81859016
345.7921850705412,0.029098015,59.41727343782917,0.029324112,0.15504007085343352,0.035547752,2.9392455,-2.78520132809396,0.033526562,-0.9390510652989138,0.037497178,15.998653,17.179638,14.928304,2.2513342,1.1809845,1.0703497
345.8127261982877,0.046973277,59.42293565671277,0.047180746,0.21213172684732456,0.05688116,2.5706615,-2.0917215784950107,0.05674285,-1.494323233382375,0.06270571,17.026352,18.444847,15.872804,2.5720434,1.4184952,1.1535482
345.81298591429925,0.032732744,59.41863300355362,0.03373659,0.30517777603326474,0.040085495,5.090229,-4.469763797699406,0.038410425,-2.4354969894062535,0.04377322,16.198017,16.902697,15.350491,1.552206,0.7046795,0.84752655
345.8201542133018,0.026986346,59.422784358679806,0.0259381,1.3743215423369974,0.03199951,4.6968865,-3.6123735106768637,0.032401867,-3.001916502429747,0.034154817,15.869448,16.651453,15.007687,1.6437664,0.7820053,0.8617611
345.8285110577286,0.09899467,59.42408545623757,0.09653453,0.5315943363907584,0.11960767,4.2095156,-4.026848401001797,0.11350199,-1.226585879538147,0.12850137,18.329481,19.136963,17.434292,1.702671,0.80748177,0.8951893
345.8436579675263,0.107503094,59.42918301858363,0.108757086,0.07706966585534973,0.13001461,5.1172805,-4.948258761530536,0.12866308,-1.3043374701708075,0.14757828,18.459621,19.483072,17.469341,2.013731,1.0234509,0.99028015
345.82455904096474,0.013275742,59.43003142468665,0.013868172,0.33249236426674006,0.01606085,4.7012277,-3.8069616582136914,0.016199907,-2.7583660998884914,0.01805344,14.444608,14.734481,13.990004,0.7444773,0.28987312,0.45460415
345.81235658265126,0.09590449,59.42913913517991,0.09348494,0.23662122200685132,0.11281984,5.7934475,-5.01119493816748,0.1144222,-2.9072252812944925,0.12051829,18.11946,19.131199,17.131,2.0001984,1.0117397,0.98845863
345.8193251637035,0.7091493,59.42788434581394,0.66105866,-0.4032953222383979,0.78387123,1.9582502,-1.9539616032650913,0.7831899,0.12952975956076765,0.9351243,20.681377,21.153606,19.64018,1.5134258,0.472229,1.0411968
345.8423413927314,0.7799951,59.42998680676149,0.6554984,-1.1438299499136284,0.8856756,4.6893682,-1.2161016701840468,0.8567579,-4.528937214269987,0.9216982,20.6434,21.07376,19.638714,1.4350452,0.4303589,1.0046864
345.82795366883465,0.9691803,59.425186077720376,0.9352576,0.8800718163989337,1.1107547,11.231067,-8.720886541984607,1.2786036,-7.076934414673296,1.5419694,20.920206,20.927942,19.453093,1.4748497,0.007736206,1.4671135
345.83360504478554,0.5383125,59.431847157384766,0.51033455,1.1130716105491603,0.6389823,5.2972107,-5.295190037006532,0.6542403,-0.1462955310644643,0.7264363,20.342327,20.63873,19.149218,1.4895115,0.29640198,1.1931095
345.8334554553514,0.92031,59.43335455857616,0.79187006,0.17229888925973993,1.0455252,6.633992,-4.513502480553659,1.0513052,-4.861908006469747,1.0697215,20.67158,21.017567,19.338118,1.6794491,0.34598732,1.3334618
345.8344482043893,0.009834099,59.43611938443738,0.010241319,1.8979300612873728,0.011841393,9.65695,9.613509242594615,0.012113794,-0.9149436667565947,0.013387749,10.88346,11.05807,10.574871,0.48319912,0.17461014,0.30858898
345.8249779519645,0.048001442,59.428979299401135,0.049043264,0.25102414365739834,0.057323366,3.6159775,-2.703916717020149,0.059278477,-2.4008599310598564,0.06582591,16.988558,18.209936,15.850984,2.3589525,1.2213783,1.1375742
345.83799744969554,0.1455192,59.42955963453515,0.14203516,0.1603348966303008,0.17744255,1.8866438,-1.5662717120058576,0.16539362,-1.05176884037382,0.18379417,18.770123,19.864153,17.724497,2.139656,1.0940304,1.0456257
345.8248209777511,0.3044032,59.42441997070255,0.2900857,-0.011512066468966594,0.36442795,1.5446975,1.4810450026420559,0.33847237,0.43885786328505666,0.39100835,19.950737,20.952843,18.928284,2.024559,1.0021057,1.0224533
345.8150554663755,0.055159096,59.42914395018949,0.055920243,0.37263197394479747,0.06730087,2.352693,-1.8604552547677853,0.066980414,-1.440094066872823,0.07638707,17.198673,17.995825,16.308355,1.6874695,0.79715157,0.8903179
345.6786331216947,3.8185556,59.40442817478084,2.630898,,,,,,,,20.944868,21.860653,20.218325,1.6423283,0.91578484,0.7265434
345.7165004380479,0.2937586,59.39436090528761,0.2693747,0.8296277035469108,0.34626445,5.114103,-3.7432406830350256,0.37728179,-3.484565384809069,0.3822658,19.833014,20.880466,18.93793,1.9425373,1.0474529,0.8950844
345.7025455981543,0.20531297,59.3958170269799,0.17652845,0.20086134490377175,0.22941665,4.9020967,-4.11064346062871,0.25373164,-2.670798481033957,0.22805826,19.125456,,,,,
345.71443114453666,0.12006426,59.3979830401305,0.115520924,0.47738919077020786,0.1441458,3.423757,-2.950027941035577,0.14671338,-1.7376559035876389,0.15019253,18.531113,19.469797,17.547941,1.9218559,0.93868446,0.98317146
345.71144522408287,0.12767956,59.4003882233257,0.11821014,0.17523862803131943,0.14853136,2.7210693,-2.304379657886104,0.14735797,-1.4470840610276228,0.14856726,18.668316,19.502031,17.80956,1.6924706,0.83371544,0.8587551
345.7073610256686,0.16035195,59.40009161036993,0.14775202,0.007172137262700412,0.18842207,4.1301413,-3.7460781369886904,0.1897786,-1.7392432344754947,0.1913351,18.948128,19.93685,18.008898,1.9279518,0.98872185,0.93922997
345.700519352121,3.7503805,59.39743843400295,2.018323,,,,,,,,20.86447,21.098585,19.801125,1.2974606,0.2341156,1.063345
345.7039578535298,0.39611542,59.396219043814384,0.356735,-0.15052338067389848,0.46273193,5.746524,-4.186746692908845,0.46759307,-3.9362022435641797,0.49529514,20.146114,20.697203,19.22496,1.4722424,0.55108833,0.921154
345.71756022998596,0.32246062,59.39509929433261,0.2948668,0.42883902463624746,0.3780776,2.4251723,-2.4249562503194078,0.3976816,0.03237365985357703,0.4008022,19.930092,20.96919,18.886755,2.0824356,1.0390987,1.0433369
345.7181643823801,1.7607273,59.39991537343837,1.0435792,,,,,,,,20.890848,21.246668,19.898508,1.3481598,0.3558197,0.9923401
345.7227903615519,1.5825973,59.39807095984124,1.0228709,0.4109818016609696,1.474929,4.0288086,-2.0422442347822574,1.2461066,-3.4728281969068244,1.6469741,20.753244,21.185177,19.612144,1.5730324,0.43193245,1.1410999
345.7023306457259,0.1036332,59.395535966950945,0.097672224,2.4336176039589525,0.12087274,22.854548,-1.8080811322916954,0.1272651,-22.782913462846235,0.124510385,18.170534,19.092499,16.778273,2.3142262,0.92196465,1.3922615
345.7126899306409,0.0705891,59.39489553911475,0.06567289,0.43802682942476345,0.082364574,3.9783635,-3.1061926093466163,0.08218007,-2.4857482285135797,0.08123175,17.532436,18.165674,16.756231,1.4094429,0.63323784,0.77620506
345.6804172326153,0.09903937,59.39278257857861,0.100655526,0.280997350880021,0.12200155,0.66425705,0.4946441733587574,0.119787216,-0.44335602548562825,0.12986466,18.293541,18.911354,17.484003,1.427351,0.6178131,0.8095379
345.67217313865046,0.20448151,59.39314497689346,0.20756173,0.5006435277738533,0.25127652,4.1357965,-3.3194107755432465,0.23757243,-2.4670478415944697,0.27492654,19.444477,20.572811,18.51023,2.062582,1.128334,0.934248
345.6892883091108,0.86018664,59.396878193112634,0.76339656,,,,,,,,18.353088,18.702665,16.786596,1.916069,0.34957695,1.5664921
345.67080324356584,0.11003065,59.39721150452473,0.112929806,0.6265410286772575,0.13631898,4.007577,-4.004817158837397,0.13444501,-0.14869768898287192,0.14889975,18.473368,19.242155,17.654118,1.5880375,0.7687874,0.8192501
345.6651993654197,0.7100644,59.39307394560224,0.5227341,-1.0619951811452595,0.69538003,0.8279741,-0.5080925709161591,0.853415,-0.6537454025075414,0.695782,20.588585,21.622803,19.458017,2.1647854,1.0342178,1.1305676
345.676813192576,0.22497311,59.40107689458731,0.20507172,0.6265515336550354,0.26600522,6.453233,-6.394248966700355,0.25134692,-0.870511678222972,0.27425846,19.511953,20.23125,18.650717,1.580534,0.7192974,0.8612366
345.6813279787287,1.0035824,59.39262302961754,0.8315948,0.365757152446067,0.99507123,3.0781095,-1.8005495225153136,1.1837308,-2.4965535191687698,1.1755235,20.703672,,,,,
345.6892730248776,20.97765,59.39679387581683,32.277718,,,,,,,,18.551174,18.626574,16.777275,1.8492985,0.0753994,1.7738991
345.6764106530133,3.882666,59.39853407014618,2.353662,,,,,,,,21.049822,21.410936,20.529524,0.8814125,0.3611145,0.520298
345.6756777052862,0.11138208,59.40037828005336,0.10676426,0.04161778398354283,0.1314365,1.4234209,-1.0513516278291162,0.13191064,-0.9595762950090273,0.13457078,18.525824,19.543507,17.516167,2.02734,1.017683,1.0096569
345.6870917748061,0.048535634,59.399488969682885,0.04691815,0.48187834386651285,0.057519324,3.8763912,2.793459823371504,0.057605114,2.6875622523512726,0.057290748,17.025814,17.6273,16.286493,1.340807,0.6014862,0.73932076
345.681382391101,0.40939394,59.40157589906729,0.4086513,0.9976208723283656,0.4986902,2.7498457,-2.725996039149638,0.4643309,0.3613818762920724,0.57034445,20.354721,21.135622,19.327919,1.807703,0.78090096,1.0268021
345.6960972731884,0.2510512,59.40019379993596,0.23701061,0.15505425645758955,0.30868647,3.661076,-2.9153877257710468,0.30463877,-2.214495832045292,0.3096245,19.64812,20.60048,18.616314,1.9841652,0.95235825,1.031807
345.6899231375392,0.06959199,59.400356800950775,0.06786853,0.6128204277009739,0.084981225,4.4851356,-2.5130861886660467,0.08447767,-3.7149478302439087,0.08534145,17.710968,18.369205,16.927479,1.4417267,0.65823746,0.7834892
345.6898987014625,0.21127401,59.407273414715206,0.1979782,0.2902570754572523,0.24943802,2.8045216,-1.9396574690506356,0.23426774,-2.0256036631955316,0.25218102,19.439306,20.262545,18.643486,1.6190586,0.8232384,0.79582024
345.7160678544976,0.122845784,59.40708089332951,0.12466295,0.3347689965199688,0.15083273,4.032912,-3.4185106409274044,0.14257209,-2.139664506313959,0.15942091,18.656824,19.5996,17.710114,1.8894863,0.9427757,0.9467106
345.6949071711293,0.17888731,59.409525725967406,0.17050685,-0.17224790822335306,0.21458851,5.64521,-5.464563809330287,0.20061469,-1.4166644810388338,0.21959929,19.216747,20.255892,18.239145,2.0167465,1.0391445,0.977602
345.68915673050054,0.39214286,59.40123227345296,0.36191022,0.35655343119892174,0.4605203,2.2572293,-1.1953637493731766,0.465224,-1.9147297492019968,0.4934578,20.201143,20.960878,19.229038,1.7318401,0.7597351,0.972105
345.7000809209684,0.71696275,59.40516567571009,0.5801387,0.5223874799529998,0.75597715,4.0152955,-3.349833379378886,0.78310275,-2.213868360445332,0.78585273,20.626036,21.15151,19.620274,1.5312366,0.52547455,1.0057621
345.70602758906153,1.3293841,59.41198968847612,0.92178,-0.03861923000805787,1.1178095,2.549677,-2.534219482635551,1.3122197,-0.2803290863676075,1.2679704,20.684628,21.191183,19.758127,1.4330559,0.50655556,0.9265003
345.7082515241111,0.37268323,59.4011163956142,0.35959128,0.01943600443822366,0.4510554,3.1498528,-2.342494164827858,0.43951964,-2.1057763281447244,0.49484417,20.1002,20.98665,19.118147,1.8685036,0.8864498,0.98205376
345.7133807410111,0.39370555,59.41333174036428,0.36461625,1.3426348962331398,0.47615975,3.2707586,-2.2620746508213085,0.4426201,-2.3623885722011364,0.49626687,20.250422,21.239511,19.33146,1.9080505,0.98908997,0.9189606
345.71646585297646,0.8296268,59.405541080696615,0.5465355,0.3512375752681621,0.75953776,10.228068,-4.522894683249644,1.012649,-9.173702274422741,0.7305517,20.597042,20.949009,19.608828,1.3401814,0.35196686,0.9882145
345.6937250692879,0.220995,59.40871186447926,0.20947379,0.23342717028062754,0.26376265,2.7239344,-1.9995576906382189,0.24422953,-1.8497533151859733,0.266311,19.5729,20.27164,18.721102,1.550539,0.69874,0.851799
345.70183321972695,0.06069114,59.40244985352916,0.061098065,0.5099908310247032,0.07416193,6.362693,-5.2433416382663856,0.07083711,-3.6043344648398223,0.0763209,17.575937,18.154493,16.803387,1.3511066,0.57855606,0.7725506
345.6928246541439,0.3505672,59.39951793686727,0.33570457,0.5319026814204263,0.41741756,3.5171022,-3.4569428039669168,0.41764975,-0.6477305606653817,0.44503132,20.121536,20.989403,19.17612,1.813282,0.8678665,0.9454155
345.63040219958606,0.8025606,59.39405587623286,0.76292187,2.1583255945130237,0.9424309,0.5488198,0.218248240931796,0.88750345,0.5035582175406732,1.0046823,20.68865,21.322569,19.976679,1.34589,0.63391876,0.7119713
345.6344920147805,0.98136854,59.396852020660496,0.77349526,0.6156205786144434,1.0007055,2.5980763,1.1105014669909299,1.0169934,2.34878422858182,0.9878841,20.685888,21.808697,19.7007,2.107996,1.1228085,0.98518753
345.65375439605936,0.5931922,59.398917433790594,0.51220196,-0.009274737177094941,0.6542422,2.419254,-2.389488759810476,0.6565884,-0.378329524312632,0.7396466,20.557451,21.381681,19.48488,1.896801,0.8242302,1.0725708
345.6476567693255,0.056322437,59.4019718211731,0.05392977,0.1597193222618506,0.066307686,4.150837,-3.6434333548958184,0.06662652,-1.988677950886831,0.06797391,17.373894,17.92943,16.604067,1.3253632,0.55553627,0.7698269
345.62984665332544,0.4060811,59.39540496871751,0.3947197,-0.05241121823909619,0.4826781,1.0533694,-0.725944406764581,0.48622718,-0.7632769700405437,0.51803756,20.220882,20.830727,19.285137,1.5455894,0.6098442,0.93574524
345.6451647913324,0.6725034,59.398435508181805,0.5838859,1.5530410111156254,0.7052489,1.6006579,-0.8507486996543133,0.7199,-1.3558511683820575,0.71573454,20.495913,21.388472,19.629292,1.7591801,0.89255905,0.866621
345.6471959031214,0.12106525,59.40260307280559,0.11346445,0.294672818076385,0.14040479,5.32642,-3.746798266932843,0.13929155,3.7857958269573655,0.14265354,18.656952,19.410534,17.820246,1.5902882,0.753582,0.83670616
345.6532778171391,0.1661814,59.39394573243841,0.16905735,0.07507992782114233,0.19486535,2.662989,-2.098300939302383,0.19694084,-1.6397081457155895,0.20531784,18.140354,18.333263,16.70527,1.6279926,0.19290924,1.4350834
345.64604433196354,0.08175479,59.40083691336075,0.07761275,0.507509587623655,0.095881,2.4648087,0.7874493204680713,0.09534559,-2.3356380970289456,0.09831522,18.024027,18.742683,17.233677,1.5090065,0.71865654,0.79034996
345.65283080627967,0.12275552,59.394095627285104,0.13345237,0.382324483483761,0.13952509,1.9300171,-1.5122402550385023,0.1565072,-1.1992062300350024,0.1789445,18.284056,,,,,
